siruta,primar,jud_code,jud_name,jud_lbl,uat_name,uat_lbl,id_partid,partid,abv_partid,id_partid_principal,nume_partid_principal,abv_partid_principal,colsen,coldep
85412,LACZKÓ-ALBERT ELEMÉR                              ,HR,JUDEȚUL HARGHITA,HARGHITA,Remetea,REMETEA,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,4
85467,NAGY LAJOS                                        ,HR,JUDEȚUL HARGHITA,HARGHITA,Săcel,SĂCEL,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,4
85582,BALLÓ ZOLTÁN                                      ,HR,JUDEȚUL HARGHITA,HARGHITA,Secuieni,SECUIENI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,4
85626,SZENTES CSABA                                     ,HR,JUDEȚUL HARGHITA,HARGHITA,Siculeni,SICULENI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,1,2
85760,FERENCZ ALAJOS                                    ,HR,JUDEȚUL HARGHITA,HARGHITA,Sândominic,SÂNDOMINIC,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,1,2
85788,GERGELY ANDRÁS                                    ,HR,JUDEȚUL HARGHITA,HARGHITA,Sânmartin,SÂNMARTIN,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,1,1
85840,FÁBIÁN LÁSZLÓ                                     ,HR,JUDEȚUL HARGHITA,HARGHITA,Sânsimion,SÂNSIMION,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,1,1
85920,EGYED JÓZSEF                                      ,HR,JUDEȚUL HARGHITA,HARGHITA,Suseni,SUSENI,36,PARTIDUL CIVIC MAGHIAR - MAGYAR POLGÁRI PÁRT,PCM,36,PARTIDUL CIVIC MAGHIAR - MAGYAR POLGÁRI PÁRT,PCM,1,2
85984,PÉTER ZOLTÁN                                      ,HR,JUDEȚUL HARGHITA,HARGHITA,Șimonești,ȘIMONEȘTI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,4
86453,MÁRK TIBERIU                                      ,HR,JUDEȚUL HARGHITA,HARGHITA,Tomești,TOMEȘTI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,1,2
86188,RAFAIN ENDRE                                      ,HR,JUDEȚUL HARGHITA,HARGHITA,Tușnad,TUȘNAD,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,1,1
86222,GYÖRGY SÁNDOR                                     ,HR,JUDEȚUL HARGHITA,HARGHITA,Ulieș,ULIEȘ,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,3
86339,TINCA MIHAIL DUMITRU                              ,HR,JUDEȚUL HARGHITA,HARGHITA,Voșlăbeni,VOȘLĂBENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
86366,NAGY ATTILA                                       ,HR,JUDEȚUL HARGHITA,HARGHITA,Zetea,ZETEA,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,3
86438,BÍRÓ LÁSZLÓ                                       ,HR,JUDEȚUL HARGHITA,HARGHITA,Mădăraș,MĂDĂRAȘ,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,1,2
114417,SÓFALVI SÁNDOR - SZABOLCS                         ,MS,JUDEȚUL MUREȘ,MUREȘ,Sângeorgiu De Mureș,SÂNGEORGIU DE MUREȘ,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
114514,DĂNEȘAN IOAN DORIN                                ,MS,JUDEȚUL MUREȘ,MUREȘ,Municipiul Sighișoara,SIGHIȘOARA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,6
114603,ȘOVREA NICOLAE                                    ,MS,JUDEȚUL MUREȘ,MUREȘ,Albești,ALBEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,6
114809,PRECUP MARIA                                      ,MS,JUDEȚUL MUREȘ,MUREȘ,Municipiul Reghin,REGHIN,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
114854,PÉTER FERENC                                      ,MS,JUDEȚUL MUREȘ,MUREȘ,Oraș Sovata,SOVATA,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
116652,JÁNOSI FERENC                                     ,MS,JUDEȚUL MUREȘ,MUREȘ,Ernei,ERNEI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
114970,OSVÁTH CSABA                                      ,MS,JUDEȚUL MUREȘ,MUREȘ,Acățari,ACĂȚARI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,3
115183,TOTH IOAN                                         ,MS,JUDEȚUL MUREȘ,MUREȘ,Apold,APOLD,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,6
115637,SAGYEBO ISTVÁN                                    ,MS,JUDEȚUL MUREȘ,MUREȘ,Bălăușeri,BĂLĂUȘERI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,3,6
115708,MOLDOVAN MARIA                                    ,MS,JUDEȚUL MUREȘ,MUREȘ,Beica De Jos,BEICA DE JOS,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
117925,TĂTAR VASILE                                      ,MS,JUDEȚUL MUREȘ,MUREȘ,Livezeni,LIVEZENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,5
116126,HURDUGACI EMANOIL                                 ,MS,JUDEȚUL MUREȘ,MUREȘ,Chiheru De Jos,CHIHERU DE JOS,5,PARTIDUL ROMÂNIA MARE,PRM,5,PARTIDUL ROMÂNIA MARE,PRM,4,8
116493,MOSORA NICOLAE                                    ,MS,JUDEȚUL MUREȘ,MUREȘ,Daneș,DANEȘ,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
116590,MAGYARI PÉTER                                     ,MS,JUDEȚUL MUREȘ,MUREȘ,Eremitu,EREMITU,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
116796,VARGA JÓZSEF                                      ,MS,JUDEȚUL MUREȘ,MUREȘ,Fântânele,FÂNTÂNELE,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
116867,KARÁCSONY KÁROLY                                  ,MS,JUDEȚUL MUREȘ,MUREȘ,Gălești,GĂLEȘTI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
117042,MÁRTON ZOLTÁN                                     ,MS,JUDEȚUL MUREȘ,MUREȘ,Ghindari,GHINDARI,36,PARTIDUL CIVIC MAGHIAR - MAGYAR POLGÁRI PÁRT,PCM,36,PARTIDUL CIVIC MAGHIAR - MAGYAR POLGÁRI PÁRT,PCM,2,5
117783,CORNEA EMANOIL                                    ,MS,JUDEȚUL MUREȘ,MUREȘ,Ideciu De Jos,IDECIU DE JOS,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
117177,KOLCSÁR GYULA                                     ,MS,JUDEȚUL MUREȘ,MUREȘ,Gornești,GORNEȘTI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,3
117319,BOAR LAURENȚIU - DUMITRU                          ,MS,JUDEȚUL MUREȘ,MUREȘ,Gurghiu,GURGHIU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
117426,IACOB VALENTIN MARIN                              ,MS,JUDEȚUL MUREȘ,MUREȘ,Hodac,HODAC,51,ALIANȚA PENTRU MUREȘ,ApMS,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,8
117505,BARABÁSI OTTÓ                                     ,MS,JUDEȚUL MUREȘ,MUREȘ,Hodoșa,HODOȘA,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
117550,DAN VASILE DUMITRU                                ,MS,JUDEȚUL MUREȘ,MUREȘ,Ibănești,IBĂNEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
118094,KACSÓ ANTAL                                       ,MS,JUDEȚUL MUREȘ,MUREȘ,Măgherani,MĂGHERANI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
118469,IVAN ERHARDT LASZLO                               ,MS,JUDEȚUL MUREȘ,MUREȘ,Nadeș,NADEȘ,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,6
118281,TÓTH SÁNDOR                                       ,MS,JUDEȚUL MUREȘ,MUREȘ,Oraș Miercurea Nirajului,MIERCUREA NIRAJULUI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
118511,VERESS GRIGORE - DOMINIC                          ,MS,JUDEȚUL MUREȘ,MUREȘ,Neaua,NEAUA,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
118753,TURBÁK ZOLTÁN                                     ,MS,JUDEȚUL MUREȘ,MUREȘ,Păsăreni,PĂSĂRENI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,3
118799,PĂDUREAN SORIN POMPEI                             ,MS,JUDEȚUL MUREȘ,MUREȘ,Petelea,PETELEA,5,PARTIDUL ROMÂNIA MARE,PRM,5,PARTIDUL ROMÂNIA MARE,PRM,4,8
119206,ȘOAITA OVIDIU                                     ,MS,JUDEȚUL MUREȘ,MUREȘ,Saschiz,SASCHIZ,51,ALIANȚA PENTRU MUREȘ,ApMS,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
119153,CHIȘ BALAN ILIE                                   ,MS,JUDEȚUL MUREȘ,MUREȘ,Rușii-Munți,RUȘII-MUNȚI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,7
119590,MATEI ALEXANDRU                                   ,MS,JUDEȚUL MUREȘ,MUREȘ,Solovăstru,SOLOVĂSTRU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,8
119331,CSIBI ATTILA - ZOLTÁN                             ,MS,JUDEȚUL MUREȘ,MUREȘ,Oraș Sângeorgiu De Pădure,SÂNGEORGIU DE PĂDURE,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
119723,MARIS MIRCEA                                      ,MS,JUDEȚUL MUREȘ,MUREȘ,Suseni,SUSENI,51,ALIANȚA PENTRU MUREȘ,ApMS,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,7
120174,FEKETE PÁL                                        ,MS,JUDEȚUL MUREȘ,MUREȘ,Vețca,VEȚCA,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
120254,TODORAN MIHAI VASILE                              ,MS,JUDEȚUL MUREȘ,MUREȘ,Vânători,VÂNĂTORI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,6
120478,DÓSA SÁNDOR                                       ,MS,JUDEȚUL MUREȘ,MUREȘ,Chibed,CHIBED,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
120511,BENEDEKFI CSABA                                   ,MS,JUDEȚUL MUREȘ,MUREȘ,Bereni,BERENI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,5
121297,ONIGA GHIORGHE                                    ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Bicaz-Chei,BICAZ-CHEI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,8
122249,COVASAN ANTON                                     ,NT,JUDEȚUL NEAMȚ,NEAMȚ,Dămuc,DĂMUC,27,ALIANȚA ELECTORALĂ POPULARĂ PROGRESISTĂ EUROPEANĂ LIBERALĂ,A.P.E.L.,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,8
144376,MODOI LIVIU                                       ,SB,JUDEȚUL SIBIU,SIBIU,Brădeni,BRĂDENI,57,PARTIDUL POPORULUI - DAN DIACONESCU,PP-DD,57,PARTIDUL POPORULUI - DAN DIACONESCU,PP-DD,2,4
144651,CORI VASILE IOAN                                  ,SB,JUDEȚUL SIBIU,SIBIU,Iacobeni,IACOBENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
144731,ONEA IOAN                                         ,SB,JUDEȚUL SIBIU,SIBIU,Laslea,LASLEA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
42472,OPREA LUCIAN VASILE                               ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Holbav,HOLBAV,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
40241,MUNTEAN CĂTĂLIN GEORGE                            ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Municipiul Codlea,CODLEA,32,ALIANȚA DE CENTRU - DREAPTA PARTIDUL NAȚIONAL LIBERAL - PARTIDUL CONSERVATOR,PNL-PC,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,3
40278,MĂNDUC CONSTANTIN-SORIN                           ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Municipiul Făgăraș,FĂGĂRAȘ,32,ALIANȚA DE CENTRU - DREAPTA PARTIDUL NAȚIONAL LIBERAL - PARTIDUL CONSERVATOR,PNL-PC,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,1
40544,LEANCU COSMIN-IOAN                                ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Beclean,BECLEAN,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,1,1
40820,SUCIU SORIN AUREL                                 ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Cincu,CINCU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,3
40857,GRUSEA VIOREL                                     ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Comana,COMANA,32,ALIANȚA DE CENTRU - DREAPTA PARTIDUL NAȚIONAL LIBERAL - PARTIDUL CONSERVATOR,PNL-PC,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,3
40928,POPA ZACHIU                                       ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Dumbrăvița,DUMBRĂVIȚA,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,3
42480,SUCACIU GHEORGHE                                  ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Drăguș,DRĂGUȘ,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
41113,OLTEAN MIHAI                                      ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Hârseni,HÂRSENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,1
41177,ȘERBAN ION                                        ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Hoghiz,HOGHIZ,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,3
41284,BOERIU IOAN IANCU                                 ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Jibert,JIBERT,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,3
41346,GREAVU SORIN NICOLAE                              ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Lisa,LISA,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,1
41417,TAFLAN IOAN ȘERBAN                                ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Mândra,MÂNDRA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,1
41621,CODREANU NICOLAIE                                 ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Poiana Mărului,POIANA MĂRULUI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
41578,POPENECIU MIHAI LIVIU                             ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Părău,PĂRĂU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,3
41738,LAZEA GHEORGHE                                    ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Recea,RECEA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
42464,ANDREAȘ VASILE                                    ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Sâmbăta De Sus,SÂMBĂTA DE SUS,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
42398,CĂLBUREAN GHEORGHE                                ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Vulcan,VULCAN,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
41818,PALTIN CRISTINEL                                  ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Șercaia,ȘERCAIA,32,ALIANȚA DE CENTRU - DREAPTA PARTIDUL NAȚIONAL LIBERAL - PARTIDUL CONSERVATOR,PNL-PC,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,1
41854,BÂRLEZ VICTOR                                     ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Șinca,ȘINCA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
41943,TIMIȘ DANUȚ IOAN                                  ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Șoarș,ȘOARȘ,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,3
42076,ȘCHIOPEA EMIL-MIRCEA                              ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Ticușu,TICUȘU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,3
42101,BĂCILĂ MARIAN VALENTIN                            ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Ucea,UCEA,32,ALIANȚA DE CENTRU - DREAPTA PARTIDUL NAȚIONAL LIBERAL - PARTIDUL CONSERVATOR,PNL-PC,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,1
42156,STANCIU TRAIAN                                    ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Ungra,UNGRA,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,3
42236,IOANI FLORIN                                      ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Viștea,VIȘTEA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
42307,ȘERBAN OVIDIU GHEORGHE                            ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Voila,VOILA,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,1
42449,FLUCUȘ DUMITRU                                    ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Șinca Nouă,ȘINCA NOUĂ,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,1,1
143682,DRAGOMAN IOAN                                     ,SB,JUDEȚUL SIBIU,SIBIU,Oraș Agnita,AGNITA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
144508,MAGHERU CRISTIN                                   ,SB,JUDEȚUL SIBIU,SIBIU,Cârța,CÂRȚA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
143959,VĂCARIU CONSTANTIN AURELIAN                       ,SB,JUDEȚUL SIBIU,SIBIU,Arpașu De Jos,ARPAȘU DE JOS,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
144964,ȚERBEA AUREL IOAN                                 ,SB,JUDEȚUL SIBIU,SIBIU,Merghindeal,MERGHINDEAL,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
144410,BERGHEA IOAN                                      ,SB,JUDEȚUL SIBIU,SIBIU,Bruiu,BRUIU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
144456,STĂNULEȚ CHIRION                                  ,SB,JUDEȚUL SIBIU,SIBIU,Chirpăr,CHIRPĂR,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
144535,MAGDA DORIN                                       ,SB,JUDEȚUL SIBIU,SIBIU,Cârțișoara,CÂRȚIȘOARA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
145293,STRAVA IOAN                                       ,SB,JUDEȚUL SIBIU,SIBIU,Porumbacu De Jos,PORUMBACU DE JOS,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
41088,DIȘOR MIHAI                                       ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Hărman,HĂRMAN,32,ALIANȚA DE CENTRU - DREAPTA PARTIDUL NAȚIONAL LIBERAL - PARTIDUL CONSERVATOR,PNL-PC,31,PARTIDUL NAȚIONAL LIBERAL,PNL,2,2
86311,TAMÁS ERNŐ                                        ,HR,JUDEȚUL HARGHITA,HARGHITA,Vărșag,VĂRȘAG,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,3
83428,ALBERT TIBOR                                      ,HR,JUDEȚUL HARGHITA,HARGHITA,Oraș Băile Tușnad,BĂILE TUȘNAD,36,PARTIDUL CIVIC MAGHIAR - MAGYAR POLGÁRI PÁRT,PCM,36,PARTIDUL CIVIC MAGHIAR - MAGYAR POLGÁRI PÁRT,PCM,1,1
117113,KOZMA BARNA                                       ,MS,JUDEȚUL MUREȘ,MUREȘ,Glodeni,GLODENI,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,2,3
40465,CRISTIAN GHEORGHE                                 ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Oraș Victoria,VICTORIA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
64639,RÁDULY ISTVÁN                                     ,CV,JUDEȚUL COVASNA,COVASNA,Ozun,OZUN,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,38,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,1,2
40198,SCRIPCARU GEORGE                                  ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Municipiul Brașov,BRAȘOV,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,4,5,6,7,8
40214,TOMA DOREL                                        ,BV,JUDEȚUL BRAȘOV,BRAȘOV,Oraș Ghimbav,GHIMBAV,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
